,Cena,Oferta od,Kategoria,Marka pojazdu,Model pojazdu,Wersja,Rok produkcji,Przebieg,Pojemność skokowa,Rodzaj paliwa,Moc,Skrzynia biegów,Napęd,Typ,Liczba drzwi,Liczba miejsc,Kolor,Możliwość finansowania,Faktura VAT,Kraj pochodzenia,Pierwsza rejestracja,Zarejestrowany w Polsce,Pierwszy właściciel,Serwisowany w ASO,Stan,ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,Czujniki parkowania tylne,Kamera cofania,Kurtyny powietrzne,Poduszki boczne przednie,Wielofunkcyjna kierownica,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alufelgi,Elektryczne szyby tylne,Klimatyzacja automatyczna,Nawigacja GPS,Relingi dachowe,Centralny zamek,Immobilizer,Radio fabryczne,Czujniki parkowania przednie,ESP (stabilizacja toru jazdy),Komputer pokładowy,Podgrzewane lusterka boczne,Tempomat,Metalik,Bezwypadkowy,Klimatyzacja manualna,Czujnik deszczu,Czujnik zmierzchu,VAT marża,Alarm,Tapicerka welurowa,ASR (kontrola trakcji),Przyciemniane szyby,Radio niefabryczne,Isofix,Ogranicznik prędkości,Poduszki boczne tylne,MP3,Perłowy,Elektrochromatyczne lusterko wsteczne,Światła przeciwmgielne,Uszkodzony,Podgrzewane przednie siedzenia,Światła Xenonowe,Poduszka powietrzna chroniąca kolana,Dach panoramiczny,Ogrzewanie postojowe,Szyberdach,Elektrochromatyczne lusterka boczne,Hak,Bluetooth,Gniazdo AUX,Filtr cząstek stałych,Gniazdo SD,Światła LED,Asystent parkowania,Gniazdo USB,HUD (wyświetlacz przezierny),Odtwarzacz DVD,Światła do jazdy dziennej,Akryl (niemetalizowany),Asystent pasa ruchu,Czujnik martwego pola,Klimatyzacja dwustrefowa,Podgrzewana przednia szyba,System Start-Stop,Leasing,Emisja CO2,Tapicerka skórzana,Miesięczna rata,Tempomat aktywny,Tuning,Zmieniarka CD,Podgrzewane tylne siedzenia,Elektrycznie ustawiane fotele,Opłata początkowa,Liczba pozostałych rat,Wartość wykupu,Regulowane zawieszenie,Kierownica po prawej (Anglik),Klimatyzacja czterostrefowa,Zarejestrowany jako zabytek,Homologacja ciężarowa,Matowy,Łopatki zmiany biegów
6408,41900,Firmy,Osobowe,Opel,Astra,J (2009-2015),2015,56 000 km,1 398 cm3,Benzyna,100 KM,Manualna,Na przednie koła,Kombi,5,5,Srebrny,Tak,Tak,Słowacja,07 styczeń 2015,Tak,0,0,Używane,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Tak,Tak,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6409,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6410,2500,Firmy,Osobowe,Opel,Astra,G (1998-2009),1999,270 000 km,1 700 cm3,Diesel,0,Manualna,Na przednie koła,Kompakt,5,5,Niebieski,Tak,0,0,0,Tak,0,0,Używane,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Tak,0,0,0,0,Tak,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6411,40649,Firmy,Osobowe,Opel,Astra,K (2015-),2016,57 130 km,1 598 cm3,Diesel,110 KM,Manualna,Na przednie koła,Kompakt,5,5,Srebrny,Tak,Tak,Polska,17 październik 2016,Tak,Tak,Tak,Używane,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,Tak,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tak,0,0,336 PLN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6412,12999,Firmy,Osobowe,Opel,Astra,H (2004-2014),2004,154 000 km,1 598 cm3,Benzyna,105 KM,Manualna,Na przednie koła,Kombi,5,5,Czarny,Tak,0,Niemcy,11 listopad 2004,0,Tak,Tak,Używane,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,Tak,Tak,1,0,0,Tak,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6413,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6414,13000,Osoby prywatnej,Osobowe,Opel,Astra,H (2004-2014),2007,141 000 km,1 300 cm3,Diesel,90 KM,Manualna,Na przednie koła,Kombi,5,5,Srebrny,0,0,0,0,Tak,Tak,0,Używane,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690 g/km,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6415,17900,Firmy,Osobowe,Opel,Astra,H (2004-2014),2008,94 000 km,1 598 cm3,Benzyna,116 KM,Manualna,Na przednie koła,Kompakt,3,5,Czarny,Tak,0,Belgia,1 kwiecień 2008,0,Tak,Tak,Używane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6416,12000,Osoby prywatnej,Osobowe,Opel,Astra,H (2004-2014),2007,303 184 km,0,Diesel,0,0,0,Kombi,0,0,Inny kolor,0,0,Polska,0,0,0,0,Używane,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6417,52700,Firmy,Osobowe,Opel,Astra,K (2015-),2017,28 850 km,1 000 cm3,Benzyna,105 KM,Manualna,Na przednie koła,Kompakt,5,5,Czarny,Tak,Tak,0,30 styczeń 2017,0,Tak,Tak,Używane,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,Tak,Tak,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,Tak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6418,62700,Firmy,Osobowe,Opel,Astra,J (2009-2015),2017,1 km,1 400 cm3,Benzyna+LPG,140 KM,Manualna,Na przednie koła,Sedan,4,5,Bordowy,0,Tak,Polska,0,0,0,0,Nowe,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,Tak,Tak,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6419,39900,Firmy,Osobowe,Opel,Astra,J (2009-2015),2013,75 651 km,1 400 cm3,Benzyna+LPG,140 KM,Manualna,Na przednie koła,Auta miejskie,5,5,Szary,0,0,Polska,14 październik 2013,Tak,0,Tak,Używane,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,Tak,0,1,0,0,Tak,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6420,45800,Firmy,Osobowe,Opel,Astra,J (2009-2015),2015,47 000 km,1 600 cm3,Diesel,136 KM,Manualna,Na przednie koła,Kombi,5,5,Czarny,Tak,0,Niemcy,0,0,0,Tak,Używane,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Tak,0,0,1,1,Tak,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6421,26500,Osoby prywatnej,Osobowe,Opel,Astra,J (2009-2015),2011,2 600 km,0,Diesel,0,0,0,Kombi,0,0,Szary,0,0,0,0,0,0,0,Używane,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6422,3099,Osoby prywatnej,Osobowe,Opel,Astra,G (1998-2009),2000,280 000 km,1 700 cm3,Diesel,75 KM,Manualna,Na przednie koła,Auta miejskie,5,5,Niebieski,0,0,Belgia,0,Tak,0,0,Używane,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,Tak,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6423,37800,Firmy,Osobowe,Opel,Astra,J (2009-2015),2014,92 700 km,1 598 cm3,Benzyna,115 KM,Manualna,Na przednie koła,Kompakt,5,5,Szary,Tak,Tak,Polska,12 marzec 2014,Tak,Tak,Tak,Używane,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,Tak,Tak,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6424,35900,Osoby prywatnej,Osobowe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Używane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6425,14900,Firmy,Osobowe,Opel,Astra,J (2009-2015),2011,51 589 km,1 398 cm3,Benzyna,101 KM,Manualna,Na przednie koła,Kompakt,5,5,Czerwony,0,0,0,0,0,0,0,Używane,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,Tak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6426,53900,Firmy,Osobowe,Opel,Astra,J (2009-2015),2018,1 km,1 598 cm3,Benzyna,115 KM,Manualna,Na przednie koła,Kompakt,4,5,Biały,0,Tak,0,0,0,0,0,Nowe,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,Tak,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6427,14900,Osoby prywatnej,Osobowe,Opel,Astra,H (2004-2014),2008,299 000 km,1 700 cm3,Diesel,110 KM,Manualna,Na przednie koła,Kombi,0,0,Czarny,0,0,Belgia,0,Tak,0,0,Używane,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,Tak,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Tak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6428,15900,Firmy,Osobowe,Opel,Astra,H (2004-2014),2007,190 000 km,1 600 cm3,Benzyna,105 KM,Manualna,Na przednie koła,Kombi,5,5,Szary,Tak,0,Niemcy,0,0,0,0,Używane,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,Tak,Tak,1,0,0,Tak,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6429,18900,Firmy,Osobowe,Opel,Astra,H (2004-2014),2007,125 400 km,1 800 cm3,Benzyna,140 KM,Manualna,Na przednie koła,Kabriolet,2,5,Czarny,0,0,Niemcy,1 maj 2007,Tak,Tak,Tak,Używane,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,Tak,1,0,1,0,0,0,0,1,0,Tak,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6430,18800,Firmy,Osobowe,Opel,Astra,H (2004-2014),2008,212 000 km,1 600 cm3,Benzyna,115 KM,Manualna,Na przednie koła,Auta miejskie,5,5,Czarny,Tak,0,Niemcy,1 październik 2008,0,Tak,Tak,Używane,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,Tak,Tak,0,1,1,Tak,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6431,26999,Osoby prywatnej,Osobowe,Opel,Astra,H (2004-2014),2009,164 000 km,1 800 cm3,Benzyna,143 KM,Manualna,Na przednie koła,Kompakt,5,5,Czarny,0,0,Niemcy,0,0,Tak,Tak,Używane,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,Tak,Tak,0,1,0,Tak,0,1,1,1,0,1,0,1,1,Tak,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6432,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6433,19800,Firmy,Osobowe,Opel,Astra,H (2004-2014),2008,200 000 km,1 796 cm3,Benzyna,140 KM,Manualna,Na przednie koła,Kompakt,5,5,Szary,0,0,Niemcy,31 marzec 2008,0,Tak,Tak,Używane,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,Tak,0,1,1,Tak,0,1,1,1,0,1,0,1,1,Tak,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6434,4600,Osoby prywatnej,Osobowe,Opel,Astra,G (1998-2009),2001,300 000 km,0,Diesel,0,0,0,Kombi,0,0,Niebieski,0,0,0,0,Tak,0,0,Używane,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6435,12300,Firmy,Osobowe,Opel,Astra,H (2004-2014),2004,134 732 km,1 598 cm3,Benzyna,105 KM,Manualna,Na przednie koła,Kombi,5,5,Srebrny,Tak,0,Niemcy,0,0,0,Tak,Używane,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,Tak,Tak,1,1,1,Tak,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6436,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6437,13999,Firmy,Osobowe,Opel,Astra,H (2004-2014),2006,167 454 km,1 400 cm3,Benzyna,90 KM,Manualna,Na przednie koła,Kompakt,3,5,Czarny,Tak,0,Niemcy,0,Tak,0,0,Używane,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,Tak,0,1,1,0,Tak,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6438,4600,Osoby prywatnej,Osobowe,Opel,Astra,G (1998-2009),2003,363 000 km,2 200 cm3,Diesel,125 KM,Manualna,0,Kombi,0,0,Niebieski,0,0,0,0,Tak,0,0,Używane,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,Tak,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6439,39900,Osoby prywatnej,Osobowe,Opel,Astra,J (2009-2015),2015,62 000 km,1 600 cm3,Diesel,110 KM,Manualna,0,Kombi,5,5,Srebrny,0,0,0,0,Tak,0,Tak,Używane,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,Tak,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6440,26900,Osoby prywatnej,Osobowe,Opel,Astra,J (2009-2015),2010,157 000 km,1 248 cm3,Diesel,96 KM,Manualna,Na przednie koła,Kompakt,5,5,Beżowy,0,0,Francja,7 wrzesień 2016,Tak,Tak,0,Używane,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,Tak,0,1,1,0,1,1,1,1,0,1,0,1,0,Tak,1,1,0,0,1,1,0,0,0,1,0,1,1,Tak,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6441,6900,Osoby prywatnej,Osobowe,Opel,Astra,G (1998-2009),1999,111 523 km,1 800 cm3,Benzyna,116 KM,Manualna,Na przednie koła,Kompakt,5,5,Bordowy,0,0,Niemcy,0,0,Tak,Tak,Używane,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,Tak,Tak,1,0,0,Tak,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6442,81900,Firmy,Osobowe,Opel,Astra,K (2015-),2017,1 km,1 398 cm3,Benzyna,150 KM,Manualna,Na przednie koła,Kombi,5,5,Czarny,Tak,Tak,0,0,0,0,0,Nowe,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,Tak,Tak,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6443,12500,Osoby prywatnej,Osobowe,Opel,Astra,H (2004-2014),2005,154 000 km,1 788 cm3,Benzyna,140 KM,Manualna,Na przednie koła,Kombi,5,5,Złoty,0,0,Niemcy,1 lipiec 2005,0,Tak,Tak,Używane,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,Tak,Tak,1,1,1,Tak,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6444,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6445,25900,Firmy,Osobowe,Opel,Astra,J (2009-2015),2010,168 211 km,1 700 cm3,Diesel,125 KM,Manualna,Na przednie koła,Kompakt,5,5,Niebieski,0,0,Belgia,0,0,Tak,Tak,Używane,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,Tak,Tak,0,1,1,Tak,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,Tak,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6446,16000,Firmy,Osobowe,Opel,Astra,H (2004-2014),2006,177 000 km,1 364 cm3,Benzyna,90 KM,Manualna,Na przednie koła,Kompakt,5,5,Szary,Tak,0,Niemcy,0,0,Tak,Tak,Używane,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,Tak,Tak,1,1,1,Tak,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6447,39900,Firmy,Osobowe,Opel,Astra,J (2009-2015),2015,92 000 km,1 598 cm3,Benzyna,115 KM,Manualna,0,Kompakt,5,5,Czarny,Tak,Tak,Polska,0,Tak,Tak,Tak,Używane,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,Tak,Tak,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6448,13700,Osoby prywatnej,Osobowe,Opel,Astra,H (2004-2014),2005,201 000 km,1 598 cm3,Benzyna,105 KM,Manualna,Na przednie koła,Kompakt,3,5,Niebieski,0,0,0,0,Tak,0,Tak,Używane,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,Tak,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6449,15500,Osoby prywatnej,Osobowe,Opel,Astra,H (2004-2014),2009,173 000 km,1 700 cm3,Diesel,110 KM,Manualna,Na przednie koła,Kombi,5,5,Czarny,0,0,0,0,Tak,0,0,Używane,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,Tak,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6450,5500,Osoby prywatnej,Osobowe,Opel,Astra,G (1998-2009),2001,235 000 km,1 598 cm3,Benzyna,85 KM,Manualna,0,Kompakt,3,5,Niebieski,0,0,0,0,Tak,0,0,Używane,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,Tak,Tak,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6451,27800,Osoby prywatnej,Osobowe,Opel,Astra,J (2009-2015),2014,184 000 km,1 700 cm3,Diesel,110 KM,Manualna,Na przednie koła,Kombi,5,5,Niebieski,Tak,Tak,Polska,0,Tak,Tak,Tak,Używane,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,Tak,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6452,14700,Osoby prywatnej,Osobowe,Opel,Astra,H (2004-2014),2007,170 400 km,1 400 cm3,Benzyna,90 KM,Manualna,Na przednie koła,Kompakt,5,5,Szary,0,0,Niemcy,0,0,0,0,Używane,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,Tak,0,1,0,0,Tak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
